id1,id2,ddi_risk
DB00261,DB00215,"Avoid combination"
DB00261,DB00246,"Avoid combination"
DB00261,DB00261,"Avoid combination"
DB00261,DB00280,"Avoid combination"
DB00261,DB00308,"Avoid combination"
DB00261,DB00342,"Avoid combination"
DB00261,DB00391,"Avoid combination"
DB00261,DB00468,"Avoid combination"
DB00261,DB00472,"Avoid combination"
DB00261,DB00489,"Avoid combination"
DB00261,DB00539,"Avoid combination"
DB00261,DB00604,"Avoid combination"
DB00261,DB00637,"Avoid combination"
DB00261,DB00679,"Avoid combination"
DB00261,DB00834,"Avoid combination"
DB00261,DB00875,"Avoid combination"
DB00261,DB00908,"Avoid combination"
DB00261,DB01035,"Avoid combination"
DB00261,DB01100,"Avoid combination"
DB00261,DB01118,"Avoid combination"
DB00261,DB01169,"Avoid combination"
DB00261,DB01175,"Avoid combination"
DB00261,DB01208,"Avoid combination"
DB00261,DB01218,"Avoid combination"
DB00261,DB01224,"Avoid combination"
DB00261,DB01227,"Avoid combination"
DB00261,DB01244,"Avoid combination"
DB00261,DB01267,"Avoid combination"
DB00261,DB01601,"Avoid combination"
DB00261,DB01624,"Avoid combination"
DB00261,DB04844,"Avoid combination"
DB00261,DB04855,"Avoid combination"
DB00261,DB04868,"Avoid combination"
DB00261,DB04946,"Avoid combination"
DB00261,DB05294,"Avoid combination"
DB00261,DB06216,"Avoid combination"
DB00261,DB06697,"Avoid combination"
DB00261,DB06708,"Avoid combination"
DB00261,DB08881,"Avoid combination"
DB00261,DB09083,"Avoid combination"
DB00261,DB09167,"Avoid combination"
DB00262,DB00501,Critical
DB00263,DB00563,Critical
DB00263,DB00682,Significant
DB00263,DB06813,Critical
DB00264,DB00554,Significant
DB00264,DB00605,Significant
DB00264,DB00661,Critical
DB00264,DB00839,Significant
DB00264,DB01124,Significant
DB00264,DB01182,Significant
DB00266,DB00163,Significant
DB00266,DB00196,Critical
DB00266,DB00199,Critical
DB00266,DB00227,Significant
DB00266,DB00252,Significant
DB00266,DB00263,Significant
DB00266,DB00279,Significant
DB00266,DB00312,Critical
DB00266,DB00328,Significant
DB00266,DB00418,Critical
DB00266,DB00451,Significant
DB00266,DB00461,Significant
DB00266,DB00500,Significant
DB00266,DB00550,Significant
DB00266,DB00554,Significant
DB00266,DB00573,Significant
DB00266,DB00605,Significant
DB00266,DB00712,Significant
DB00266,DB00715,Significant
DB00266,DB00749,Significant
DB00266,DB00763,Significant
DB00266,DB00784,Significant
DB00266,DB00788,Significant
DB00266,DB00794,Critical
DB00266,DB00812,Critical
DB00266,DB00822,Critical
DB00266,DB00848,Significant
DB00266,DB00849,Critical
DB00266,DB00861,Significant
DB00266,DB00916,Significant
DB00266,DB00930,Significant
DB00266,DB00936,Critical
DB00266,DB00936,Significant
DB00266,DB00939,Significant
DB00266,DB00991,Significant
DB00266,DB01009,Significant
DB00266,DB01015,Critical
DB00266,DB01022,Significant
DB00266,DB01026,Critical
DB00266,DB01045,Critical
DB00266,DB01050,Significant
DB00266,DB01095,Significant
DB00266,DB01110,Critical
DB00266,DB01138,Significant
DB00266,DB01167,Critical
DB00266,DB01174,Critical
DB00266,DB01320,Significant
DB00266,DB01397,Significant
DB00266,DB01399,Critical
DB00266,DB03585,Critical
DB00266,DB09543,Significant
DB00269,DB00252,Critical
DB00269,DB01174,Critical
DB00269,DB01320,Critical
DB00270,DB01167,Significant
DB00273,DB00313,Significant
DB00277,DB00176,Significant
DB00277,DB00199,Critical
DB00277,DB00208,Significant
DB00277,DB00252,Significant
DB00277,DB00382,Significant
DB00277,DB00467,Critical
DB00277,DB00472,Significant
DB00277,DB00501,Critical
DB00277,DB00537,Critical
DB00277,DB00661,Significant
DB00277,DB01045,Significant
DB00277,DB01059,Critical
DB00277,DB01174,Significant
DB00277,DB01211,Critical
DB00277,DB01320,Significant
DB00278,DB06228,Significant
DB00279,DB00364,Significant
DB00279,DB00682,Significant
DB00279,DB00946,Significant
DB00279,DB01592,Significant
DB00279,DB06723,Significant
DB00279,DB09162,Significant
DB00279,DB09517,Significant
DB00280,DB00187,Significant
DB00280,DB00204,"Avoid combination"
DB00280,DB00215,"Avoid combination"
DB00280,DB00218,Significant
DB00280,DB00243,Significant
DB00280,DB00246,"Avoid combination"
DB00280,DB00246,Critical
DB00280,DB00261,"Avoid combination"
DB00280,DB00264,Significant
DB00280,DB00280,"Avoid combination"
DB00280,DB00308,"Avoid combination"
DB00280,DB00342,"Avoid combination"
DB00280,DB00373,Significant
DB00280,DB00391,"Avoid combination"
DB00280,DB00468,"Avoid combination"
DB00280,DB00472,"Avoid combination"
DB00280,DB00489,"Avoid combination"
DB00280,DB00489,Significant
DB00280,DB00503,Critical
DB00280,DB00537,Significant
DB00280,DB00539,"Avoid combination"
DB00280,DB00571,Significant
DB00280,DB00598,Significant
DB00280,DB00604,"Avoid combination"
DB00280,DB00637,"Avoid combination"
DB00280,DB00679,"Avoid combination"
DB00280,DB00779,Significant
DB00280,DB00834,"Avoid combination"
DB00280,DB00862,Critical
DB00280,DB00875,"Avoid combination"
DB00280,DB00908,"Avoid combination"
DB00280,DB00960,Significant
DB00280,DB01035,"Avoid combination"
DB00280,DB01044,Significant
DB00280,DB01045,Significant
DB00280,DB01059,Significant
DB00280,DB01100,"Avoid combination"
DB00280,DB01100,Critical
DB00280,DB01118,"Avoid combination"
DB00280,DB01137,Significant
DB00280,DB01155,Significant
DB00280,DB01165,Significant
DB00280,DB01169,"Avoid combination"
DB00280,DB01175,"Avoid combination"
DB00280,DB01203,Significant
DB00280,DB01208,"Avoid combination"
DB00280,DB01208,Critical
DB00280,DB01218,"Avoid combination"
DB00280,DB01224,"Avoid combination"
DB00280,DB01227,"Avoid combination"
DB00280,DB01244,"Avoid combination"
DB00280,DB01267,"Avoid combination"
DB00280,DB01359,Significant
DB00280,DB01601,"Avoid combination"
DB00280,DB01624,"Avoid combination"
DB00280,DB04844,"Avoid combination"
DB00280,DB04855,"Avoid combination"
DB00280,DB04868,"Avoid combination"
DB00280,DB04946,"Avoid combination"
DB00280,DB05294,"Avoid combination"
DB00280,DB06216,"Avoid combination"
DB00280,DB06697,"Avoid combination"
DB00280,DB06708,"Avoid combination"
DB00280,DB08881,"Avoid combination"
DB00280,DB09083,"Avoid combination"
DB00280,DB09167,"Avoid combination"
DB00281,DB00571,Significant
DB00281,DB01232,Critical
DB00284,DB00537,Significant
DB00284,DB01044,Significant
DB00284,DB01059,Significant
DB00284,DB01137,Significant
DB00284,DB01165,Significant
DB00284,DB01278,Critical
DB00285,DB00315,Significant
DB00289,DB00472,Significant
DB00289,DB00601,Critical
DB00289,DB00701,Significant
DB00289,DB00715,Significant
DB00289,DB00752,Critical
DB00289,DB00780,Critical
DB00289,DB00857,Significant
DB00289,DB00908,Significant
DB00289,DB01012,Significant
DB00289,DB01037,Critical
DB00289,DB01156,Significant
DB00289,DB01247,Critical
DB00289,DB01319,Significant
DB00294,DB00220,Significant
DB00294,DB00349,Significant
DB00294,DB00701,Significant
DB00294,DB00932,Significant
DB00294,DB01072,Significant
DB00294,DB01232,Significant
DB00294,DB01264,Significant
DB00294,DB01319,Significant
DB00294,DB06697,Significant
DB00295,DB00611,Significant
DB00295,DB00704,Critical
DB00295,DB00844,Significant
DB00295,DB01045,Significant
DB00295,DB01367,Critical
DB00297,DB00571,Significant
DB00299,DB01045,Critical
DB00302,DB00755,Significant
DB00304,DB00615,Significant
DB00304,DB00701,Critical
DB00304,DB01045,Critical
DB00304,DB01201,Critical
DB00304,DB01319,Critical
DB00306,DB00091,Significant
DB00307,DB01241,Significant
DB00308,DB00199,Critical
DB00308,DB00204,"Avoid combination"
DB00308,DB00207,Critical
DB00308,DB00215,"Avoid combination"
DB00308,DB00218,Critical
DB00308,DB00243,Critical
DB00308,DB00246,"Avoid combination"
DB00308,DB00246,Critical
DB00308,DB00261,"Avoid combination"
DB00308,DB00280,"Avoid combination"
DB00308,DB00308,"Avoid combination"
DB00308,DB00342,"Avoid combination"
DB00308,DB00391,"Avoid combination"
DB00308,DB00468,"Avoid combination"
DB00308,DB00472,"Avoid combination"
DB00308,DB00489,"Avoid combination"
DB00308,DB00537,Significant
DB00308,DB00539,"Avoid combination"
DB00308,DB00604,"Avoid combination"
DB00308,DB00637,"Avoid combination"
DB00308,DB00679,"Avoid combination"
DB00308,DB00779,Critical
DB00308,DB00834,"Avoid combination"
DB00308,DB00862,Critical
DB00308,DB00875,"Avoid combination"
DB00308,DB00908,"Avoid combination"
DB00308,DB01035,"Avoid combination"
DB00308,DB01059,Critical
DB00308,DB01100,"Avoid combination"
DB00308,DB01118,"Avoid combination"
DB00308,DB01137,Critical
DB00308,DB01155,Critical
DB00308,DB01165,Critical
DB00308,DB01169,"Avoid combination"
DB00308,DB01175,"Avoid combination"
DB00308,DB01208,"Avoid combination"
DB00308,DB01211,Critical
DB00308,DB01218,"Avoid combination"
DB00308,DB01224,"Avoid combination"
DB00308,DB01227,"Avoid combination"
DB00308,DB01244,"Avoid combination"
DB00308,DB01267,"Avoid combination"
DB00308,DB01601,"Avoid combination"
DB00308,DB01624,"Avoid combination"
DB00308,DB04844,"Avoid combination"
DB00308,DB04855,"Avoid combination"
DB00308,DB04868,"Avoid combination"
DB00308,DB04946,"Avoid combination"
DB00308,DB05294,"Avoid combination"
DB00308,DB06216,"Avoid combination"
DB00308,DB06697,"Avoid combination"
DB00308,DB06708,"Avoid combination"
DB00308,DB08881,"Avoid combination"
DB00308,DB09083,"Avoid combination"
DB00308,DB09167,"Avoid combination"
DB00310,DB00204,Critical
DB00310,DB01356,Critical
DB00312,DB00091,"Potentially significant"
DB00312,DB00091,Significant
DB00312,DB00136,"Potentially significant"
DB00312,DB00188,"Potentially significant"
DB00312,DB00193,"Potentially significant"
DB00312,DB00199,"Potentially significant"
DB00312,DB00203,"Potentially significant"
DB00312,DB00208,"Potentially significant"
DB00312,DB00215,"Potentially significant"
DB00312,DB00216,"Potentially significant"
DB00312,DB00220,"Potentially significant"
DB00312,DB00224,"Potentially significant"
DB00312,DB00238,"Potentially significant"
DB00312,DB00243,"Potentially significant"
DB00312,DB00250,"Potentially significant"
DB00312,DB00270,"Potentially significant"
DB00312,DB00277,"Potentially significant"
DB00312,DB00280,"Potentially significant"
DB00312,DB00281,"Potentially significant"
DB00312,DB00285,"Potentially significant"
DB00312,DB00286,"Potentially significant"
DB00312,DB00317,"Potentially significant"
DB00312,DB00320,"Potentially significant"
DB00312,DB00333,"Potentially significant"
DB00312,DB00343,"Potentially significant"
DB00312,DB00353,"Potentially significant"
DB00312,DB00361,"Potentially significant"
DB00312,DB00367,"Potentially significant"
DB00312,DB00370,"Potentially significant"
DB00312,DB00381,"Potentially significant"
DB00312,DB00393,"Potentially significant"
DB00312,DB00396,"Potentially significant"
DB00312,DB00404,"Potentially significant"
DB00312,DB00425,"Potentially significant"
DB00312,DB00440,"Potentially significant"
DB00312,DB00448,"Potentially significant"
DB00312,DB00468,"Potentially significant"
DB00312,DB00471,"Potentially significant"
DB00312,DB00475,"Potentially significant"
DB00312,DB00490,"Potentially significant"
DB00312,DB00497,"Potentially significant"
DB00312,DB00499,"Potentially significant"
DB00312,DB00502,"Potentially significant"
DB00312,DB00503,"Potentially significant"
DB00312,DB00528,"Potentially significant"
DB00312,DB00541,"Potentially significant"
DB00312,DB00564,"Potentially significant"
DB00312,DB00570,"Potentially significant"
DB00312,DB00590,"Potentially significant"
DB00312,DB00593,"Potentially significant"
DB00312,DB00603,"Potentially significant"
DB00312,DB00608,"Potentially significant"
DB00312,DB00615,"Potentially significant"
DB00312,DB00619,"Potentially significant"
DB00312,DB00622,"Potentially significant"
DB00312,DB00625,"Potentially significant"
DB00312,DB00628,"Potentially significant"
DB00312,DB00633,"Potentially significant"
DB00312,DB00641,"Potentially significant"
DB00312,DB00655,"Potentially significant"
DB00312,DB00656,"Potentially significant"
DB00312,DB00661,"Potentially significant"
DB00312,DB00673,"Potentially significant"
DB00312,DB00675,"Potentially significant"
DB00312,DB00678,"Potentially significant"
DB00312,DB00682,Critical
DB00312,DB00683,"Potentially significant"
DB00312,DB00690,"Potentially significant"
DB00312,DB00700,"Potentially significant"
DB00312,DB00701,"Potentially significant"
DB00312,DB00705,"Potentially significant"
DB00312,DB00706,"Potentially significant"
DB00312,DB00708,"Potentially significant"
DB00312,DB00717,"Potentially significant"
DB00312,DB00731,"Potentially significant"
DB00312,DB00734,Significant
DB00312,DB00759,"Potentially significant"
DB00312,DB00762,"Potentially significant"
DB00312,DB00773,"Potentially significant"
DB00312,DB00783,"Potentially significant"
DB00312,DB00802,"Potentially significant"
DB00312,DB00813,"Potentially significant"
DB00312,DB00820,"Potentially significant"
DB00312,DB00829,"Potentially significant"
DB00312,DB00834,"Potentially significant"
DB00312,DB00864,"Potentially significant"
DB00312,DB00877,"Potentially significant"
DB00312,DB00883,"Potentially significant"
DB00312,DB00897,"Potentially significant"
DB00312,DB00904,"Potentially significant"
DB00312,DB00907,"Potentially significant"
DB00312,DB00908,"Potentially significant"
DB00312,DB00909,"Potentially significant"
DB00312,DB00921,"Potentially significant"
DB00312,DB00932,"Potentially significant"
DB00312,DB00938,"Potentially significant"
DB00312,DB00946,Critical
DB00312,DB00949,"Potentially significant"
DB00312,DB00990,"Potentially significant"
DB00312,DB00997,"Potentially significant"
DB00312,DB01012,"Potentially significant"
DB00312,DB01018,"Potentially significant"
DB00312,DB01020,"Potentially significant"
DB00312,DB01023,"Potentially significant"
DB00312,DB01026,"Potentially significant"
DB00312,DB01036,"Potentially significant"
DB00312,DB01058,"Potentially significant"
DB00312,DB01068,"Potentially significant"
DB00312,DB01072,"Potentially significant"
DB00312,DB01076,"Potentially significant"
DB00312,DB01087,"Potentially significant"
DB00312,DB01100,"Potentially significant"
DB00312,DB01115,"Potentially significant"
DB00312,DB01118,"Potentially significant"
DB00312,DB01149,"Potentially significant"
DB00312,DB01167,"Potentially significant"
DB00312,DB01175,"Potentially significant"
DB00312,DB01181,"Potentially significant"
DB00312,DB01183,"Potentially significant"
DB00312,DB01186,"Potentially significant"
DB00312,DB01198,"Potentially significant"
DB00312,DB01200,"Potentially significant"
DB00312,DB01211,"Potentially significant"
DB00312,DB01219,"Potentially significant"
DB00312,DB01221,"Potentially significant"
DB00312,DB01222,"Potentially significant"
DB00312,DB01223,"Potentially significant"
DB00312,DB01224,"Potentially significant"
DB00312,DB01224,Significant
DB00312,DB01227,"Potentially significant"
DB00312,DB01229,"Potentially significant"
DB00312,DB01232,"Potentially significant"
DB00312,DB01234,"Potentially significant"
DB00312,DB01238,"Potentially significant"
DB00312,DB01238,Significant
DB00312,DB01248,"Potentially significant"
DB00312,DB01253,"Potentially significant"
DB00312,DB01254,"Potentially significant"
DB00312,DB01264,"Potentially significant"
DB00312,DB01319,"Potentially significant"
DB00312,DB01394,"Potentially significant"
DB00312,DB01440,Critical
DB00312,DB01545,"Potentially significant"
DB00312,DB04574,"Potentially significant"
DB00312,DB04835,"Potentially significant"
DB00312,DB04855,"Potentially significant"
DB00312,DB05521,"Potentially significant"
DB00312,DB05812,"Potentially significant"
DB00312,DB06176,"Potentially significant"
DB00312,DB06212,"Potentially significant"
DB00312,DB06228,"Potentially significant"
DB00312,DB06414,"Potentially significant"
DB00312,DB06603,"Potentially significant"
DB00312,DB06605,"Potentially significant"
DB00312,DB06626,"Potentially significant"
DB00312,DB06789,"Potentially significant"
DB00312,DB08815,"Potentially significant"
DB00312,DB08816,"Potentially significant"
DB00312,DB08864,"Potentially significant"
DB00312,DB08873,"Potentially significant"
DB00312,DB08895,"Potentially significant"
DB00312,DB09034,"Potentially significant"
DB00312,DB09039,"Potentially significant"
DB00312,DB09048,"Potentially significant"
DB00312,DB09049,"Potentially significant"
DB00312,DB09054,"Potentially significant"
DB00312,DB09071,"Potentially significant"
DB00312,DB09072,Critical
DB00312,DB09074,"Potentially significant"
DB00312,DB09389,"Potentially significant"
DB00312,DB11757,"Potentially significant"
DB00313,DB00303,Critical
DB00313,DB00495,Significant
DB00313,DB01598,Critical
DB00313,DB02546,Significant
DB00315,DB01247,Critical
DB00316,DB00951,Significant
DB00316,DB01138,Significant
DB00317,DB00252,Significant
DB00317,DB00564,Significant
DB00317,DB00615,Significant
DB00317,DB00794,Significant
DB00317,DB01045,Significant
DB00317,DB01174,Significant
DB00317,DB01234,Significant
DB00317,DB01320,Significant
DB00318,DB00472,Significant
DB00318,DB00704,Critical
DB00319,DB00684,Significant
DB00321,DB00176,Significant
DB00321,DB00193,Significant
DB00321,DB00196,Significant
DB00321,DB00199,Significant
DB00321,DB00246,Significant
DB00321,DB00313,Significant
DB00321,DB00472,Significant
DB00321,DB00476,Significant
DB00321,DB00501,Significant
DB00321,DB00564,Significant
DB00321,DB00575,Significant
DB00321,DB00601,Critical
DB00321,DB00604,Critical
DB00321,DB00615,Significant
DB00321,DB00715,Significant
DB00321,DB00752,Critical
DB00321,DB00780,Critical
DB00321,DB00908,Critical
DB00321,DB01026,Critical
DB00321,DB01037,Critical
DB00321,DB01045,Significant
DB00321,DB01104,Significant
DB00321,DB01167,Critical
DB00321,DB01201,Significant
DB00321,DB01247,Critical
DB00321,DB01392,Significant
DB00321,DB01626,Critical
DB00321,DB06204,Significant
DB00322,DB00214,"Potentially significant"
DB00322,DB00222,"Potentially significant"
DB00322,DB00250,"Potentially significant"
DB00322,DB00252,"Potentially significant"
DB00322,DB00359,"Potentially significant"
DB00322,DB00440,"Potentially significant"
DB00322,DB00471,"Potentially significant"
DB00322,DB00472,"Potentially significant"
DB00322,DB00482,"Potentially significant"
DB00322,DB00549,"Potentially significant"
DB00322,DB00554,"Potentially significant"
DB00322,DB00582,"Potentially significant"
DB00322,DB00672,"Potentially significant"
DB00322,DB00675,"Potentially significant"
DB00322,DB00678,"Potentially significant"
DB00322,DB00682,"Potentially significant"
DB00322,DB00731,"Potentially significant"
DB00322,DB01016,"Potentially significant"
DB00322,DB01067,"Potentially significant"
DB00322,DB01120,"Potentially significant"
DB00322,DB01124,"Potentially significant"
DB00322,DB01221,"Potentially significant"
DB00322,DB01320,"Potentially significant"
DB00322,DB01418,"Potentially significant"
DB00322,DB04938,"Potentially significant"
DB00322,DB06414,"Potentially significant"
DB00322,DB06725,"Potentially significant"
DB00322,DB07615,"Potentially significant"
DB00327,DB00601,Critical
DB00327,DB00611,Significant
DB00327,DB00704,Critical
DB00327,DB00752,Critical
DB00327,DB00780,Critical
DB00327,DB00844,Significant
DB00327,DB01037,Critical
DB00327,DB01247,Critical
DB00327,DB01367,Critical
DB00328,DB00177,Significant
DB00328,DB00178,Significant
DB00328,DB00264,Significant
DB00328,DB00373,Significant
DB00328,DB00489,Significant
DB00328,DB00519,Significant
DB00328,DB00563,Significant
DB00328,DB00571,Significant
DB00328,DB00598,Significant
DB00328,DB00678,Significant
DB00328,DB00682,Significant
DB00328,DB00691,Significant
DB00328,DB00722,Significant
DB00328,DB00881,Significant
DB00328,DB00946,Significant
DB00328,DB00960,Significant
DB00328,DB00966,Significant
DB00328,DB01029,Significant
DB00328,DB01203,Significant
DB00328,DB01356,Significant
DB00328,DB01359,Significant
DB00331,DB00271,Significant
DB00331,DB00537,Significant
DB00331,DB01059,Significant
DB00331,DB01137,Significant
DB00331,DB01165,Significant
DB00331,DB01249,Critical
DB00331,DB01362,Critical
DB00331,DB05382,Significant
DB00331,DB08947,Significant
DB00331,DB08948,Significant
DB00331,DB09115,Significant
DB00331,DB09134,Significant
DB00331,DB09156,Significant
DB00331,DB09313,Significant
DB00333,DB00196,Significant
DB00333,DB00204,"Avoid combination"
DB00333,DB00215,"Avoid combination"
DB00333,DB00238,Significant
DB00333,DB00246,"Avoid combination"
DB00333,DB00252,Significant
DB00333,DB00261,"Avoid combination"
DB00333,DB00280,"Avoid combination"
DB00333,DB00308,"Avoid combination"
DB00333,DB00342,"Avoid combination"
DB00333,DB00391,"Avoid combination"
DB00333,DB00450,Critical
DB00333,DB00468,"Avoid combination"
DB00333,DB00472,"Avoid combination"
DB00333,DB00489,"Avoid combination"
DB00333,DB00495,Significant
DB00333,DB00503,Significant
DB00333,DB00537,Critical
DB00333,DB00539,"Avoid combination"
DB00333,DB00582,Significant
DB00333,DB00604,"Avoid combination"
DB00333,DB00611,Significant
DB00333,DB00637,"Avoid combination"
DB00333,DB00652,Significant
DB00333,DB00679,"Avoid combination"
DB00333,DB00679,Critical
DB00333,DB00704,Critical
DB00333,DB00752,Critical
DB00333,DB00780,Critical
DB00333,DB00834,"Avoid combination"
DB00333,DB00844,Significant
DB00333,DB00875,"Avoid combination"
DB00333,DB00908,"Avoid combination"
DB00333,DB01035,"Avoid combination"
DB00333,DB01037,Critical
DB00333,DB01045,Significant
DB00333,DB01100,"Avoid combination"
DB00333,DB01104,Significant
DB00333,DB01118,"Avoid combination"
DB00333,DB01169,"Avoid combination"
DB00333,DB01175,"Avoid combination"
DB00333,DB01183,Significant
DB00333,DB01208,"Avoid combination"
DB00333,DB01218,"Avoid combination"
DB00333,DB01224,"Avoid combination"
DB00333,DB01227,"Avoid combination"
DB00333,DB01244,"Avoid combination"
DB00333,DB01267,"Avoid combination"
DB00333,DB01367,Critical
DB00333,DB01601,"Avoid combination"
DB00333,DB01601,Significant
DB00333,DB01624,"Avoid combination"
DB00333,DB04844,"Avoid combination"
DB00333,DB04855,"Avoid combination"
DB00333,DB04868,"Avoid combination"
DB00333,DB04868,Significant
DB00333,DB04946,"Avoid combination"
DB00333,DB05294,"Avoid combination"
DB00333,DB06216,"Avoid combination"
DB00333,DB06697,"Avoid combination"
DB00333,DB06708,"Avoid combination"
DB00333,DB08881,"Avoid combination"
DB00333,DB09083,"Avoid combination"
DB00333,DB09167,"Avoid combination"
DB00334,DB00248,Significant
DB00334,DB00268,Significant
DB00334,DB00413,Significant
DB00334,DB00494,Significant
DB00334,DB00988,Significant
DB00334,DB01186,Significant
DB00334,DB01235,Significant
DB00335,DB00280,Significant
DB00335,DB00328,Significant
DB00335,DB00554,Significant
DB00335,DB00575,Significant
DB00335,DB00605,Significant
DB00335,DB00661,Critical
DB00335,DB00668,Significant
DB00335,DB00672,Significant
DB00335,DB00839,Significant
DB00335,DB01016,Significant
DB00335,DB01023,Significant
DB00335,DB01067,Significant
DB00335,DB01124,Significant
DB00338,DB00220,"Avoid combination"
DB00338,DB00220,Critical
DB00338,DB00252,Significant
DB00338,DB00530,"Avoid combination"
DB00338,DB00705,"Avoid combination"
DB00338,DB00758,"Avoid combination"
DB00338,DB00884,"Avoid combination"
DB00338,DB00943,Significant
DB00338,DB01026,Critical
DB00338,DB01072,Critical
DB00338,DB01167,Critical
DB00338,DB01175,Significant
DB00338,DB01254,"Avoid combination"
DB00338,DB01254,Critical
DB00338,DB08864,"Avoid combination"
DB00338,DB08901,"Avoid combination"
DB00342,DB00204,"Avoid combination"
DB00342,DB00215,"Avoid combination"
DB00342,DB00246,"Avoid combination"
DB00342,DB00261,"Avoid combination"
DB00342,DB00280,"Avoid combination"
DB00342,DB00308,"Avoid combination"
DB00342,DB00342,"Avoid combination"
DB00342,DB00391,"Avoid combination"
DB00342,DB00468,"Avoid combination"
DB00342,DB00472,"Avoid combination"
DB00342,DB00489,"Avoid combination"
DB00342,DB00539,"Avoid combination"
DB00342,DB00604,"Avoid combination"
DB00342,DB00637,"Avoid combination"
DB00342,DB00679,"Avoid combination"
DB00342,DB00834,"Avoid combination"
DB00342,DB00875,"Avoid combination"
DB00342,DB00908,"Avoid combination"
DB00342,DB01035,"Avoid combination"
DB00342,DB01100,"Avoid combination"
DB00342,DB01118,"Avoid combination"
DB00342,DB01169,"Avoid combination"
DB00342,DB01175,"Avoid combination"
DB00342,DB01208,"Avoid combination"
DB00342,DB01218,"Avoid combination"
DB00342,DB01224,"Avoid combination"
DB00342,DB01227,"Avoid combination"
DB00342,DB01244,"Avoid combination"
DB00342,DB01267,"Avoid combination"
DB00342,DB01601,"Avoid combination"
DB00342,DB01624,"Avoid combination"
DB00342,DB04844,"Avoid combination"
DB00342,DB04855,"Avoid combination"
DB00342,DB04868,"Avoid combination"
DB00342,DB04946,"Avoid combination"
DB00342,DB05294,"Avoid combination"
DB00342,DB06216,"Avoid combination"
DB00342,DB06697,"Avoid combination"
DB00342,DB06708,"Avoid combination"
DB00342,DB08881,"Avoid combination"
DB00342,DB09083,"Avoid combination"
DB00342,DB09167,"Avoid combination"
DB00343,DB00199,Critical
DB00343,DB00204,Significant
DB00343,DB00227,Significant
DB00343,DB00243,Critical
DB00343,DB00277,Significant
DB00343,DB00641,Significant
DB00343,DB00683,Significant
DB00343,DB00802,Significant
DB00343,DB00813,Significant
DB00343,DB00864,Critical
DB00343,DB00877,Significant
DB00343,DB00897,Significant
DB00343,DB00908,Significant
DB00343,DB01026,Significant
DB00343,DB01045,Significant
DB00343,DB01072,Significant
DB00343,DB01100,Critical
DB00343,DB01215,Significant
DB00343,DB01223,Significant
DB00343,DB05521,Critical
DB00343,DB06287,Significant
DB00344,DB00246,Significant
DB00344,DB00313,Significant
DB00344,DB00503,Significant
DB00344,DB00615,Significant
DB00344,DB00752,Critical
DB00344,DB01037,Critical
DB00344,DB01045,Significant
DB00344,DB01104,Significant
DB00344,DB01201,Significant
DB00344,DB06204,Significant
DB00346,DB00199,Significant
DB00346,DB00203,Significant
DB00346,DB00204,"Avoid combination"
DB00346,DB00215,"Avoid combination"
DB00346,DB00220,Significant
DB00346,DB00224,Significant
DB00346,DB00246,"Avoid combination"
DB00346,DB00261,"Avoid combination"
DB00346,DB00280,"Avoid combination"
DB00346,DB00308,"Avoid combination"
DB00346,DB00342,"Avoid combination"
DB00346,DB00343,Significant
DB00346,DB00391,"Avoid combination"
DB00346,DB00468,"Avoid combination"
DB00346,DB00472,"Avoid combination"
DB00346,DB00489,"Avoid combination"
DB00346,DB00503,Critical
DB00346,DB00539,"Avoid combination"
DB00346,DB00604,"Avoid combination"
DB00346,DB00637,"Avoid combination"
DB00346,DB00673,Significant
DB00346,DB00679,"Avoid combination"
DB00346,DB00701,Significant
DB00346,DB00820,Significant
DB00346,DB00834,"Avoid combination"
DB00346,DB00862,Significant
DB00346,DB00875,"Avoid combination"
DB00346,DB00908,"Avoid combination"
DB00346,DB01035,"Avoid combination"
DB00346,DB01100,"Avoid combination"
DB00346,DB01118,"Avoid combination"
DB00346,DB01118,Significant
DB00346,DB01149,Significant
DB00346,DB01167,Critical
DB00346,DB01169,"Avoid combination"
DB00346,DB01175,"Avoid combination"
DB00346,DB01208,"Avoid combination"
DB00346,DB01211,Significant
DB00346,DB01218,"Avoid combination"
DB00346,DB01224,"Avoid combination"
DB00346,DB01227,"Avoid combination"
DB00346,DB01232,Significant
DB00346,DB01244,"Avoid combination"
DB00346,DB01267,"Avoid combination"
DB00346,DB01319,Significant
DB00346,DB01369,Critical
DB00346,DB01601,"Avoid combination"
DB00346,DB01601,Significant
DB00346,DB01624,"Avoid combination"
DB00346,DB04844,"Avoid combination"
DB00346,DB04855,"Avoid combination"
DB00346,DB04868,"Avoid combination"
DB00346,DB04946,"Avoid combination"
DB00346,DB05294,"Avoid combination"
DB00346,DB06216,"Avoid combination"
DB00346,DB06697,"Avoid combination"
DB00346,DB06708,"Avoid combination"
DB00346,DB08881,"Avoid combination"
DB00346,DB09083,"Avoid combination"
DB00346,DB09167,"Avoid combination"
DB00349,DB00176,Significant
DB00349,DB00196,Significant
DB00349,DB00208,Significant
DB00349,DB00255,Significant
DB00349,DB00338,Significant
DB00349,DB00367,Significant
DB00349,DB00603,Significant
DB00349,DB00655,Significant
DB00349,DB00675,Significant
DB00349,DB00717,Significant
DB00349,DB00736,Significant
DB00349,DB00783,Significant
DB00349,DB00890,Significant
DB00349,DB00977,Significant
DB00349,DB04574,Significant
DB00349,DB08867,Significant
DB00349,DB09389,Significant
