id1,id2,ddi_risk
DB01072,DB01253,"Potentially significant"
DB01072,DB01254,"Potentially significant"
DB01072,DB01264,"Potentially significant"
DB01072,DB01268,Significant
DB01072,DB01319,"Potentially significant"
DB01072,DB01319,Significant
DB01072,DB01394,"Potentially significant"
DB01072,DB01545,"Potentially significant"
DB01072,DB04574,"Potentially significant"
DB01072,DB04835,"Potentially significant"
DB01072,DB04835,Significant
DB01072,DB04845,Significant
DB01072,DB04855,"Potentially significant"
DB01072,DB05521,"Potentially significant"
DB01072,DB05812,"Potentially significant"
DB01072,DB06176,"Potentially significant"
DB01072,DB06207,Critical
DB01072,DB06212,"Potentially significant"
DB01072,DB06228,"Potentially significant"
DB01072,DB06287,Significant
DB01072,DB06414,Critical
DB01072,DB06414,"Potentially significant"
DB01072,DB06603,"Potentially significant"
DB01072,DB06605,"Potentially significant"
DB01072,DB06626,"Potentially significant"
DB01072,DB06789,"Potentially significant"
DB01072,DB08815,"Potentially significant"
DB01072,DB08816,"Potentially significant"
DB01072,DB08864,"Potentially significant"
DB01072,DB08873,"Potentially significant"
DB01072,DB08895,"Potentially significant"
DB01072,DB09034,"Potentially significant"
DB01072,DB09039,"Potentially significant"
DB01072,DB09048,"Potentially significant"
DB01072,DB09049,"Potentially significant"
DB01072,DB09054,"Potentially significant"
DB01072,DB09071,"Potentially significant"
DB01072,DB09074,"Potentially significant"
DB01072,DB09389,"Potentially significant"
DB01072,DB11757,"Potentially significant"
DB01076,DB00091,Critical
DB01076,DB00091,"Potentially significant"
DB01076,DB00175,"Potentially significant"
DB01076,DB00196,Significant
DB01076,DB00199,Critical
DB01076,DB00199,"Potentially significant"
DB01076,DB00220,Critical
DB01076,DB00220,"Potentially significant"
DB01076,DB00224,"Potentially significant"
DB01076,DB00224,Significant
DB01076,DB00227,"Potentially significant"
DB01076,DB00243,"Potentially significant"
DB01076,DB00295,"Potentially significant"
DB01076,DB00305,"Potentially significant"
DB01076,DB00341,"Potentially significant"
DB01076,DB00343,"Potentially significant"
DB01076,DB00343,Significant
DB01076,DB00349,"Potentially significant"
DB01076,DB00390,"Potentially significant"
DB01076,DB00444,"Potentially significant"
DB01076,DB00455,"Potentially significant"
DB01076,DB00468,"Potentially significant"
DB01076,DB00468,Significant
DB01076,DB00480,"Potentially significant"
DB01076,DB00501,"Potentially significant"
DB01076,DB00503,"Potentially significant"
DB01076,DB00503,Significant
DB01076,DB00537,"Potentially significant"
DB01076,DB00541,"Potentially significant"
DB01076,DB00563,"Potentially significant"
DB01076,DB00570,"Potentially significant"
DB01076,DB00582,Critical
DB01076,DB00602,"Potentially significant"
DB01076,DB00619,"Potentially significant"
DB01076,DB00619,Significant
DB01076,DB00622,"Potentially significant"
DB01076,DB00627,Significant
DB01076,DB00661,"Potentially significant"
DB01076,DB00661,Significant
DB01076,DB00694,"Potentially significant"
DB01076,DB00701,Critical
DB01076,DB00701,"Potentially significant"
DB01076,DB00705,Significant
DB01076,DB00734,"Potentially significant"
DB01076,DB00741,"Potentially significant"
DB01076,DB00762,"Potentially significant"
DB01076,DB00773,"Potentially significant"
DB01076,DB00783,"Potentially significant"
DB01076,DB00863,"Potentially significant"
DB01076,DB00864,"Potentially significant"
DB01076,DB00877,"Potentially significant"
DB01076,DB00904,"Potentially significant"
DB01076,DB00908,"Potentially significant"
DB01076,DB00932,Significant
DB01076,DB00950,"Potentially significant"
DB01076,DB00967,"Potentially significant"
DB01076,DB00976,Critical
DB01076,DB00997,"Potentially significant"
DB01076,DB01026,Critical
DB01076,DB01039,Significant
DB01076,DB01045,"Potentially significant"
DB01076,DB01045,Significant
DB01076,DB01072,Significant
DB01076,DB01076,"Potentially significant"
DB01076,DB01118,"Potentially significant"
DB01076,DB01136,"Potentially significant"
DB01076,DB01149,Critical
DB01076,DB01167,Critical
DB01076,DB01177,"Potentially significant"
DB01076,DB01203,"Potentially significant"
DB01076,DB01211,Critical
DB01076,DB01220,"Potentially significant"
DB01076,DB01229,"Potentially significant"
DB01076,DB01232,Critical
DB01076,DB01232,"Potentially significant"
DB01076,DB01234,"Potentially significant"
DB01076,DB01241,Significant
DB01076,DB01248,"Potentially significant"
DB01076,DB01259,"Potentially significant"
DB01076,DB01261,"Potentially significant"
DB01076,DB01263,Significant
DB01076,DB01264,Critical
DB01076,DB01267,"Potentially significant"
DB01076,DB01319,Critical
DB01076,DB01319,"Potentially significant"
DB01076,DB01394,"Potentially significant"
DB01076,DB01590,"Potentially significant"
DB01076,DB01601,Significant
DB01076,DB02701,Significant
DB01076,DB04835,"Potentially significant"
DB01076,DB04855,Significant
DB01076,DB04865,"Potentially significant"
DB01076,DB04868,"Potentially significant"
DB01076,DB05039,"Potentially significant"
DB01076,DB05109,"Potentially significant"
DB01076,DB05521,"Potentially significant"
DB01076,DB05676,"Potentially significant"
DB01076,DB06176,"Potentially significant"
DB01076,DB06207,"Potentially significant"
DB01076,DB06212,"Potentially significant"
DB01076,DB06228,"Potentially significant"
DB01076,DB06287,"Potentially significant"
DB01076,DB06290,Critical
DB01076,DB06290,"Potentially significant"
DB01076,DB06292,"Potentially significant"
DB01076,DB06335,"Potentially significant"
DB01076,DB06403,"Potentially significant"
DB01076,DB06480,"Potentially significant"
DB01076,DB06589,"Potentially significant"
DB01076,DB06605,"Potentially significant"
DB01076,DB06616,"Potentially significant"
DB01076,DB06695,"Potentially significant"
DB01076,DB06769,"Potentially significant"
DB01076,DB08828,"Potentially significant"
DB01076,DB08865,"Potentially significant"
DB01076,DB08873,"Potentially significant"
DB01076,DB08881,"Potentially significant"
DB01076,DB08882,"Potentially significant"
DB01076,DB08889,"Potentially significant"
DB01076,DB08893,"Potentially significant"
DB01076,DB08901,"Potentially significant"
DB01076,DB08907,"Potentially significant"
DB01076,DB08910,"Potentially significant"
DB01076,DB08912,"Potentially significant"
DB01076,DB08916,"Potentially significant"
DB01076,DB08918,"Potentially significant"
DB01076,DB08930,"Potentially significant"
DB01076,DB08931,"Potentially significant"
DB01076,DB08934,"Potentially significant"
DB01076,DB09026,"Potentially significant"
DB01076,DB09027,"Potentially significant"
DB01076,DB13179,Critical
DB01081,DB01367,Critical
DB01082,DB00202,Significant
DB01082,DB01199,Significant
DB01082,DB01339,Significant
DB01083,DB00682,Significant
DB01087,DB00176,"Potentially significant"
DB01087,DB00195,"Potentially significant"
DB01087,DB00201,"Potentially significant"
DB01087,DB00268,"Potentially significant"
DB01087,DB00277,"Potentially significant"
DB01087,DB00281,"Potentially significant"
DB01087,DB00286,"Potentially significant"
DB01087,DB00296,"Potentially significant"
DB01087,DB00334,"Potentially significant"
DB01087,DB00363,"Potentially significant"
DB01087,DB00370,"Potentially significant"
DB01087,DB00379,"Potentially significant"
DB01087,DB00476,"Potentially significant"
DB01087,DB00499,"Potentially significant"
DB01087,DB00571,"Potentially significant"
DB01087,DB00655,"Potentially significant"
DB01087,DB00697,"Potentially significant"
DB01087,DB00740,"Potentially significant"
DB01087,DB00783,"Potentially significant"
DB01087,DB00831,"Potentially significant"
DB01087,DB00851,"Potentially significant"
DB01087,DB00924,"Potentially significant"
DB01087,DB00969,"Potentially significant"
DB01087,DB00980,"Potentially significant"
DB01087,DB01100,"Potentially significant"
DB01087,DB01223,"Potentially significant"
DB01087,DB01242,"Potentially significant"
DB01087,DB01367,"Potentially significant"
DB01087,DB01558,"Potentially significant"
DB01087,DB01623,"Potentially significant"
DB01087,DB04574,"Potentially significant"
DB01087,DB04951,"Potentially significant"
DB01087,DB06594,"Potentially significant"
DB01087,DB08910,"Potentially significant"
DB01087,DB09071,"Potentially significant"
DB01087,DB09118,"Potentially significant"
DB01087,DB09290,"Potentially significant"
DB01095,DB00220,Significant
DB01095,DB00252,Significant
DB01095,DB00627,Significant
DB01095,DB00682,Significant
DB01095,DB01039,Significant
DB01095,DB01241,Significant
DB01097,DB00682,Significant
DB01098,DB00220,Significant
DB01098,DB00682,Significant
DB01098,DB00701,Significant
DB01098,DB00932,Significant
DB01098,DB01039,Significant
DB01098,DB01072,Critical
DB01098,DB01241,Significant
DB01098,DB01264,Significant
DB01098,DB01319,Significant
DB01098,DB01601,Critical
DB01098,DB06290,Critical
DB01100,DB00204,"Avoid combination"
DB01100,DB00215,"Avoid combination"
DB01100,DB00220,Critical
DB01100,DB00224,Critical
DB01100,DB00243,Critical
DB01100,DB00246,"Avoid combination"
DB01100,DB00246,Critical
DB01100,DB00248,Significant
DB01100,DB00261,"Avoid combination"
DB01100,DB00268,Significant
DB01100,DB00280,"Avoid combination"
DB01100,DB00308,"Avoid combination"
DB01100,DB00342,"Avoid combination"
DB01100,DB00344,Critical
DB01100,DB00391,"Avoid combination"
DB01100,DB00413,Significant
DB01100,DB00468,"Avoid combination"
DB01100,DB00468,Critical
DB01100,DB00472,"Avoid combination"
DB01100,DB00489,"Avoid combination"
DB01100,DB00489,Critical
DB01100,DB00494,Significant
DB01100,DB00502,Significant
DB01100,DB00503,Critical
DB01100,DB00539,"Avoid combination"
DB01100,DB00549,Significant
DB01100,DB00582,Critical
DB01100,DB00604,"Avoid combination"
DB01100,DB00637,"Avoid combination"
DB01100,DB00661,Significant
DB01100,DB00679,"Avoid combination"
DB01100,DB00705,Critical
DB01100,DB00726,Critical
DB01100,DB00744,Critical
DB01100,DB00834,"Avoid combination"
DB01100,DB00875,"Avoid combination"
DB01100,DB00908,"Avoid combination"
DB01100,DB00908,Critical
DB01100,DB00976,Critical
DB01100,DB00988,Significant
DB01100,DB01026,Critical
DB01100,DB01035,"Avoid combination"
DB01100,DB01035,Critical
DB01100,DB01100,"Avoid combination"
DB01100,DB01104,Critical
DB01100,DB01118,"Avoid combination"
DB01100,DB01167,Critical
DB01100,DB01169,"Avoid combination"
DB01100,DB01175,"Avoid combination"
DB01100,DB01186,Significant
DB01100,DB01208,"Avoid combination"
DB01100,DB01218,"Avoid combination"
DB01100,DB01224,"Avoid combination"
DB01100,DB01227,"Avoid combination"
DB01100,DB01232,Critical
DB01100,DB01235,Significant
DB01100,DB01244,"Avoid combination"
DB01100,DB01263,Critical
DB01100,DB01267,"Avoid combination"
DB01100,DB01601,"Avoid combination"
DB01100,DB01624,"Avoid combination"
DB01100,DB01764,Significant
DB01100,DB04844,"Avoid combination"
DB01100,DB04855,"Avoid combination"
DB01100,DB04868,"Avoid combination"
DB01100,DB04946,"Avoid combination"
DB01100,DB05294,"Avoid combination"
DB01100,DB06216,"Avoid combination"
DB01100,DB06697,"Avoid combination"
DB01100,DB06708,"Avoid combination"
DB01100,DB08881,"Avoid combination"
DB01100,DB09083,"Avoid combination"
DB01100,DB09167,"Avoid combination"
DB01101,DB00214,"Potentially significant"
DB01101,DB00222,"Potentially significant"
DB01101,DB00250,"Potentially significant"
DB01101,DB00252,"Potentially significant"
DB01101,DB00252,Significant
DB01101,DB00359,"Potentially significant"
DB01101,DB00440,"Potentially significant"
DB01101,DB00471,"Potentially significant"
DB01101,DB00472,"Potentially significant"
DB01101,DB00482,"Potentially significant"
DB01101,DB00549,"Potentially significant"
DB01101,DB00554,"Potentially significant"
DB01101,DB00582,"Potentially significant"
DB01101,DB00650,Significant
DB01101,DB00672,"Potentially significant"
DB01101,DB00675,"Potentially significant"
DB01101,DB00678,"Potentially significant"
DB01101,DB00682,Critical
DB01101,DB00682,"Potentially significant"
DB01101,DB00731,"Potentially significant"
DB01101,DB01016,"Potentially significant"
DB01101,DB01067,"Potentially significant"
DB01101,DB01120,"Potentially significant"
DB01101,DB01124,"Potentially significant"
DB01101,DB01221,"Potentially significant"
DB01101,DB01320,"Potentially significant"
DB01101,DB01320,Significant
DB01101,DB01418,"Potentially significant"
DB01101,DB04938,"Potentially significant"
DB01101,DB06414,"Potentially significant"
DB01101,DB06725,"Potentially significant"
DB01101,DB07615,"Potentially significant"
DB01104,DB00193,Significant
DB01104,DB00285,Significant
DB01104,DB00315,Significant
DB01104,DB00543,Significant
DB01104,DB00682,Significant
DB01104,DB00726,Significant
DB01104,DB00752,Critical
DB01104,DB06204,Significant
DB01104,DB08824,Significant
DB01105,DB00150,Significant
DB01105,DB00176,Critical
DB01105,DB00193,Significant
DB01105,DB00215,Critical
DB01105,DB00285,Critical
DB01105,DB00315,Critical
DB01105,DB00472,Critical
DB01105,DB00669,Critical
DB01105,DB00715,Critical
DB01105,DB00752,Critical
DB01105,DB00952,Critical
DB01105,DB01104,Critical
DB01105,DB01149,Critical
DB01105,DB01175,Critical
DB01105,DB06204,Significant
DB01105,DB06700,Significant
DB01109,DB00936,Significant
DB01109,DB01397,Significant
DB01109,DB01399,Significant
DB01110,DB00541,Critical
DB01110,DB00570,Critical
DB01110,DB00682,Critical
DB01110,DB00946,Critical
DB01112,DB00213,Significant
DB01112,DB00338,Significant
DB01112,DB00448,Significant
DB01112,DB00736,Significant
DB01112,DB01129,Significant
DB01115,DB00564,Critical
DB01115,DB00615,Critical
DB01115,DB00794,Critical
DB01115,DB00864,Significant
DB01115,DB00976,Significant
DB01115,DB01045,Critical
DB01115,DB01174,Critical
DB01115,DB01211,Significant
DB01115,DB01263,Significant
DB01117,DB00495,Significant
DB01117,DB00759,Significant
DB01117,DB01233,Significant
DB01118,DB00091,"Potentially significant"
DB01118,DB00091,Significant
DB01118,DB00106,Critical
DB01118,DB00175,"Potentially significant"
DB01118,DB00193,Significant
DB01118,DB00196,Critical
DB01118,DB00199,Critical
DB01118,DB00199,"Potentially significant"
DB01118,DB00203,Significant
DB01118,DB00204,"Avoid combination"
DB01118,DB00204,Critical
DB01118,DB00207,Critical
DB01118,DB00215,"Avoid combination"
DB01118,DB00220,"Potentially significant"
DB01118,DB00224,Critical
DB01118,DB00224,"Potentially significant"
DB01118,DB00227,Critical
DB01118,DB00227,"Potentially significant"
DB01118,DB00243,Critical
DB01118,DB00243,"Potentially significant"
DB01118,DB00246,"Avoid combination"
DB01118,DB00246,Critical
DB01118,DB00252,Significant
DB01118,DB00257,Critical
DB01118,DB00261,"Avoid combination"
DB01118,DB00266,Critical
DB01118,DB00270,Critical
DB01118,DB00280,"Avoid combination"
DB01118,DB00281,Significant
DB01118,DB00295,"Potentially significant"
DB01118,DB00305,"Potentially significant"
DB01118,DB00308,"Avoid combination"
DB01118,DB00308,Critical
DB01118,DB00333,Critical
DB01118,DB00341,"Potentially significant"
DB01118,DB00342,"Avoid combination"
DB01118,DB00342,Critical
DB01118,DB00343,"Potentially significant"
DB01118,DB00349,"Potentially significant"
DB01118,DB00379,Significant
DB01118,DB00390,"Potentially significant"
DB01118,DB00391,"Avoid combination"
DB01118,DB00444,"Potentially significant"
DB01118,DB00455,"Potentially significant"
DB01118,DB00468,"Avoid combination"
DB01118,DB00468,"Potentially significant"
DB01118,DB00472,"Avoid combination"
DB01118,DB00477,Critical
DB01118,DB00480,"Potentially significant"
DB01118,DB00489,"Avoid combination"
DB01118,DB00489,Critical
DB01118,DB00501,"Potentially significant"
DB01118,DB00502,Critical
DB01118,DB00503,Critical
DB01118,DB00503,"Potentially significant"
DB01118,DB00537,"Potentially significant"
DB01118,DB00537,Significant
DB01118,DB00539,"Avoid combination"
DB01118,DB00541,"Potentially significant"
DB01118,DB00563,"Potentially significant"
DB01118,DB00570,"Potentially significant"
DB01118,DB00582,Critical
DB01118,DB00602,"Potentially significant"
DB01118,DB00604,"Avoid combination"
DB01118,DB00608,Critical
DB01118,DB00615,Significant
DB01118,DB00619,"Potentially significant"
DB01118,DB00622,"Potentially significant"
DB01118,DB00637,"Avoid combination"
DB01118,DB00637,Critical
DB01118,DB00641,Critical
DB01118,DB00647,Critical
DB01118,DB00661,"Potentially significant"
DB01118,DB00679,"Avoid combination"
DB01118,DB00679,Critical
DB01118,DB00682,Critical
DB01118,DB00694,"Potentially significant"
DB01118,DB00697,Significant
DB01118,DB00701,Critical
DB01118,DB00701,"Potentially significant"
DB01118,DB00714,Critical
DB01118,DB00734,"Potentially significant"
DB01118,DB00738,Critical
DB01118,DB00741,"Potentially significant"
DB01118,DB00762,"Potentially significant"
DB01118,DB00773,"Potentially significant"
DB01118,DB00779,Critical
DB01118,DB00783,"Potentially significant"
DB01118,DB00813,Significant
DB01118,DB00834,"Avoid combination"
DB01118,DB00863,"Potentially significant"
DB01118,DB00864,"Potentially significant"
DB01118,DB00875,"Avoid combination"
DB01118,DB00877,"Potentially significant"
DB01118,DB00904,"Potentially significant"
DB01118,DB00908,"Avoid combination"
DB01118,DB00908,Critical
DB01118,DB00908,"Potentially significant"
DB01118,DB00946,Critical
DB01118,DB00950,"Potentially significant"
DB01118,DB00967,"Potentially significant"
DB01118,DB00976,Critical
DB01118,DB00997,"Potentially significant"
DB01118,DB01026,Critical
DB01118,DB01035,"Avoid combination"
DB01118,DB01035,Significant
DB01118,DB01044,Critical
DB01118,DB01045,"Potentially significant"
DB01118,DB01045,Significant
DB01118,DB01059,Critical
DB01118,DB01072,Significant
DB01118,DB01076,"Potentially significant"
DB01118,DB01076,Significant
DB01118,DB01100,"Avoid combination"
DB01118,DB01100,Critical
DB01118,DB01110,Critical
DB01118,DB01118,"Avoid combination"
DB01118,DB01118,"Potentially significant"
DB01118,DB01125,Critical
DB01118,DB01127,Critical
DB01118,DB01136,"Potentially significant"
DB01118,DB01137,Critical
DB01118,DB01155,Critical
DB01118,DB01165,Critical
DB01118,DB01167,Critical
DB01118,DB01169,"Avoid combination"
DB01118,DB01169,Critical
DB01118,DB01175,"Avoid combination"
DB01118,DB01177,"Potentially significant"
DB01118,DB01184,Critical
DB01118,DB01195,Significant
DB01118,DB01203,"Potentially significant"
DB01118,DB01208,"Avoid combination"
DB01118,DB01208,Critical
DB01118,DB01211,Critical
DB01118,DB01218,"Avoid combination"
DB01118,DB01220,"Potentially significant"
DB01118,DB01224,"Avoid combination"
DB01118,DB01224,Significant
DB01118,DB01227,"Avoid combination"
DB01118,DB01229,"Potentially significant"
DB01118,DB01232,Critical
DB01118,DB01232,"Potentially significant"
DB01118,DB01234,"Potentially significant"
DB01118,DB01244,"Avoid combination"
DB01118,DB01248,"Potentially significant"
DB01118,DB01254,Critical
DB01118,DB01259,"Potentially significant"
DB01118,DB01261,"Potentially significant"
DB01118,DB01263,Critical
DB01118,DB01267,"Avoid combination"
DB01118,DB01267,Critical
DB01118,DB01267,"Potentially significant"
DB01118,DB01319,Critical
DB01118,DB01319,"Potentially significant"
DB01118,DB01320,Significant
DB01118,DB01394,"Potentially significant"
DB01118,DB01394,Significant
DB01118,DB01590,"Potentially significant"
DB01118,DB01599,Critical
DB01118,DB01601,"Avoid combination"
DB01118,DB01624,"Avoid combination"
DB01118,DB04835,"Potentially significant"
DB01118,DB04844,"Avoid combination"
DB01118,DB04855,"Avoid combination"
DB01118,DB04865,"Potentially significant"
DB01118,DB04868,"Avoid combination"
DB01118,DB04868,Critical
DB01118,DB04868,"Potentially significant"
DB01118,DB04946,"Avoid combination"
DB01118,DB04946,Critical
DB01118,DB05039,"Potentially significant"
DB01118,DB05109,"Potentially significant"
DB01118,DB05294,"Avoid combination"
DB01118,DB05294,Critical
DB01118,DB05521,"Potentially significant"
DB01118,DB05676,"Potentially significant"
DB01118,DB06176,"Potentially significant"
DB01118,DB06207,"Potentially significant"
DB01118,DB06212,"Potentially significant"
DB01118,DB06216,"Avoid combination"
DB01118,DB06228,"Potentially significant"
DB01118,DB06287,"Potentially significant"
DB01118,DB06290,"Potentially significant"
DB01118,DB06292,"Potentially significant"
DB01118,DB06335,"Potentially significant"
DB01118,DB06403,"Potentially significant"
DB01118,DB06480,"Potentially significant"
DB01118,DB06589,"Potentially significant"
DB01118,DB06605,"Potentially significant"
DB01118,DB06616,"Potentially significant"
DB01118,DB06695,"Potentially significant"
DB01118,DB06697,"Avoid combination"
DB01118,DB06708,"Avoid combination"
DB01118,DB06769,"Potentially significant"
DB01118,DB08828,"Potentially significant"
DB01118,DB08865,"Potentially significant"
DB01118,DB08873,"Potentially significant"
DB01118,DB08881,"Avoid combination"
DB01118,DB08881,"Potentially significant"
DB01118,DB08882,"Potentially significant"
DB01118,DB08889,"Potentially significant"
DB01118,DB08893,"Potentially significant"
DB01118,DB08901,"Potentially significant"
DB01118,DB08907,"Potentially significant"
DB01118,DB08910,"Potentially significant"
DB01118,DB08912,"Potentially significant"
DB01118,DB08916,"Potentially significant"
DB01118,DB08918,"Potentially significant"
DB01118,DB08930,"Potentially significant"
DB01118,DB08931,"Potentially significant"
DB01118,DB08934,"Potentially significant"
DB01118,DB09026,"Potentially significant"
DB01118,DB09027,"Potentially significant"
DB01118,DB09083,"Avoid combination"
DB01118,DB09167,"Avoid combination"
DB01118,DB09396,Critical
DB01122,DB00443,Significant
DB01122,DB00620,Significant
DB01122,DB00635,Significant
DB01122,DB00687,Significant
DB01122,DB00741,Significant
DB01122,DB00860,Significant
DB01122,DB00959,Significant
DB01122,DB01234,Significant
DB01122,DB01284,Significant
DB01122,DB01380,Significant
DB01122,DB01384,Significant
DB01124,DB00214,"Potentially significant"
DB01124,DB00222,"Potentially significant"
DB01124,DB00250,"Potentially significant"
DB01124,DB00252,"Potentially significant"
DB01124,DB00359,"Potentially significant"
DB01124,DB00440,"Potentially significant"
DB01124,DB00471,"Potentially significant"
DB01124,DB00472,"Potentially significant"
DB01124,DB00482,"Potentially significant"
DB01124,DB00549,"Potentially significant"
DB01124,DB00554,"Potentially significant"
DB01124,DB00582,"Potentially significant"
DB01124,DB00582,Significant
DB01124,DB00672,"Potentially significant"
DB01124,DB00673,Significant
DB01124,DB00675,"Potentially significant"
DB01124,DB00678,"Potentially significant"
DB01124,DB00682,"Potentially significant"
DB01124,DB00731,"Potentially significant"
DB01124,DB01016,"Potentially significant"
DB01124,DB01045,Significant
DB01124,DB01059,Significant
DB01124,DB01067,"Potentially significant"
DB01124,DB01120,"Potentially significant"
DB01124,DB01124,"Potentially significant"
DB01124,DB01137,Significant
DB01124,DB01221,"Potentially significant"
DB01124,DB01320,"Potentially significant"
DB01124,DB01418,"Potentially significant"
DB01124,DB04938,"Potentially significant"
DB01124,DB06414,"Potentially significant"
DB01124,DB06717,Significant
DB01124,DB06725,"Potentially significant"
DB01124,DB07615,"Potentially significant"
DB01125,DB00163,Significant
DB01125,DB00196,Critical
DB01125,DB00199,Significant
DB01125,DB00252,Significant
DB01125,DB00263,Significant
DB01125,DB00279,Significant
DB01125,DB00312,Critical
DB01125,DB00328,Significant
DB01125,DB00418,Critical
DB01125,DB00451,Significant
DB01125,DB00461,Significant
DB01125,DB00500,Significant
DB01125,DB00501,Critical
DB01125,DB00550,Significant
DB01125,DB00554,Significant
DB01125,DB00564,Critical
DB01125,DB00573,Significant
DB01125,DB00586,Significant
DB01125,DB00605,Significant
DB01125,DB00636,Critical
DB01125,DB00712,Significant
DB01125,DB00715,Significant
DB01125,DB00749,Significant
DB01125,DB00763,Significant
DB01125,DB00784,Significant
DB01125,DB00788,Significant
DB01125,DB00794,Critical
DB01125,DB00812,Critical
DB01125,DB00822,Critical
DB01125,DB00848,Significant
DB01125,DB00849,Critical
DB01125,DB00861,Significant
DB01125,DB00916,Significant
DB01125,DB00936,Critical
DB01125,DB00939,Significant
DB01125,DB00945,Significant
DB01125,DB00991,Significant
DB01125,DB01009,Significant
DB01125,DB01015,Significant
DB01125,DB01022,Significant
DB01125,DB01026,Critical
DB01125,DB01045,Critical
DB01125,DB01050,Significant
DB01125,DB01110,Critical
DB01125,DB01138,Significant
DB01125,DB01167,Critical
DB01125,DB01174,Critical
DB01125,DB01294,Critical
DB01125,DB01320,Significant
DB01125,DB01397,Critical
DB01125,DB01399,Critical
DB01125,DB01406,Critical
DB01125,DB01432,Significant
DB01125,DB03585,Critical
DB01125,DB09543,Critical
DB01129,DB00220,"Avoid combination"
DB01129,DB00530,"Avoid combination"
DB01129,DB00705,"Avoid combination"
DB01129,DB00758,"Avoid combination"
DB01129,DB00884,"Avoid combination"
DB01129,DB00943,Significant
DB01129,DB01254,"Avoid combination"
DB01129,DB08864,"Avoid combination"
DB01129,DB08901,"Avoid combination"
DB01132,DB00537,Significant
DB01132,DB01039,Significant
DB01132,DB01044,Significant
DB01132,DB01045,Significant
DB01132,DB01059,Significant
DB01132,DB01137,Significant
DB01132,DB01165,Significant
DB01132,DB01241,Critical
DB01135,DB00684,Significant
DB01135,DB00798,Significant
DB01135,DB00955,Significant
DB01135,DB00994,Significant
DB01135,DB01082,Significant
DB01135,DB01172,Significant
DB01136,DB00091,"Potentially significant"
DB01136,DB00175,"Potentially significant"
DB01136,DB00199,"Potentially significant"
DB01136,DB00220,"Potentially significant"
DB01136,DB00224,"Potentially significant"
DB01136,DB00227,"Potentially significant"
DB01136,DB00243,"Potentially significant"
DB01136,DB00280,Significant
DB01136,DB00295,"Potentially significant"
DB01136,DB00305,"Potentially significant"
DB01136,DB00341,"Potentially significant"
DB01136,DB00343,"Potentially significant"
DB01136,DB00349,"Potentially significant"
DB01136,DB00390,"Potentially significant"
DB01136,DB00444,"Potentially significant"
DB01136,DB00455,"Potentially significant"
DB01136,DB00468,"Potentially significant"
DB01136,DB00480,"Potentially significant"
DB01136,DB00501,"Potentially significant"
DB01136,DB00503,"Potentially significant"
DB01136,DB00537,"Potentially significant"
DB01136,DB00541,"Potentially significant"
DB01136,DB00563,"Potentially significant"
DB01136,DB00570,"Potentially significant"
DB01136,DB00602,"Potentially significant"
DB01136,DB00619,"Potentially significant"
DB01136,DB00622,"Potentially significant"
DB01136,DB00661,"Potentially significant"
DB01136,DB00694,"Potentially significant"
DB01136,DB00701,"Potentially significant"
DB01136,DB00734,"Potentially significant"
DB01136,DB00741,"Potentially significant"
DB01136,DB00762,"Potentially significant"
DB01136,DB00773,"Potentially significant"
DB01136,DB00783,"Potentially significant"
DB01136,DB00863,"Potentially significant"
DB01136,DB00864,"Potentially significant"
DB01136,DB00877,"Potentially significant"
DB01136,DB00904,"Potentially significant"
DB01136,DB00908,"Potentially significant"
DB01136,DB00950,"Potentially significant"
DB01136,DB00967,"Potentially significant"
DB01136,DB00997,"Potentially significant"
DB01136,DB01045,"Potentially significant"
DB01136,DB01076,"Potentially significant"
DB01136,DB01118,"Potentially significant"
DB01136,DB01136,"Potentially significant"
DB01136,DB01177,"Potentially significant"
DB01136,DB01203,"Potentially significant"
DB01136,DB01220,"Potentially significant"
DB01136,DB01229,"Potentially significant"
DB01136,DB01232,"Potentially significant"
DB01136,DB01234,"Potentially significant"
DB01136,DB01248,"Potentially significant"
DB01136,DB01259,"Potentially significant"
DB01136,DB01261,"Potentially significant"
DB01136,DB01267,"Potentially significant"
DB01136,DB01319,"Potentially significant"
DB01136,DB01394,"Potentially significant"
DB01136,DB01590,"Potentially significant"
DB01136,DB04835,"Potentially significant"
DB01136,DB04865,"Potentially significant"
DB01136,DB04868,"Potentially significant"
DB01136,DB05039,"Potentially significant"
DB01136,DB05109,"Potentially significant"
DB01136,DB05521,"Potentially significant"
DB01136,DB05676,"Potentially significant"
DB01136,DB06176,"Potentially significant"
DB01136,DB06207,"Potentially significant"
DB01136,DB06212,"Potentially significant"
DB01136,DB06228,"Potentially significant"
DB01136,DB06287,"Potentially significant"
DB01136,DB06290,"Potentially significant"
DB01136,DB06292,"Potentially significant"
DB01136,DB06335,"Potentially significant"
DB01136,DB06403,"Potentially significant"
DB01136,DB06480,"Potentially significant"
DB01136,DB06589,"Potentially significant"
DB01136,DB06605,"Potentially significant"
DB01136,DB06616,"Potentially significant"
DB01136,DB06695,"Potentially significant"
DB01136,DB06769,"Potentially significant"
DB01136,DB08828,"Potentially significant"
DB01136,DB08865,"Potentially significant"
DB01136,DB08873,"Potentially significant"
DB01136,DB08881,"Potentially significant"
DB01136,DB08882,"Potentially significant"
DB01136,DB08889,"Potentially significant"
DB01136,DB08893,"Potentially significant"
DB01136,DB08901,"Potentially significant"
DB01136,DB08907,"Potentially significant"
DB01136,DB08910,"Potentially significant"
