drugbank_id,rxcui
DB01842,
DB01843,
DB01844,
DB01846,
DB01847,
DB01849,
DB01850,
DB01851,
DB01852,
DB01853,
DB01854,
DB01855,
DB01856,
DB01857,
DB01858,
DB01859,
DB01860,
DB01861,
DB01862,
DB01863,
DB01864,
DB01865,
DB01866,
DB01868,
DB01870,
DB01871,
DB01872,
DB01873,
DB01874,
DB01875,
DB01876,
DB01877,
DB01878,18997
DB01879,
DB01880,1311397
DB01881,
DB01882,
DB01883,
DB01884,
DB01885,
DB01887,
DB01888,
DB01889,
DB01890,
DB01891,
DB01892,
DB01893,
DB01895,
DB01896,
DB01897,
DB01898,
DB01899,
DB01901,
DB01902,
DB01903,
DB01904,
DB01905,
DB01906,
DB01908,
DB01909,
DB01910,
DB01911,
DB01912,
DB01914,4850;349730
DB01915,
DB01917,
DB01918,
DB01919,
DB01920,
DB01921,
DB01922,
DB01923,
DB01924,
DB01925,
DB01926,
DB01927,
DB01929,
DB01930,
DB01931,
DB01932,
DB01933,
DB01934,
DB01935,
DB01936,
DB01937,
DB01938,
DB01939,
DB01940,
DB01941,
DB01942,4537;1362748
DB01944,
DB01945,
DB01946,
DB01947,
DB01948,
DB01949,
DB01950,
DB01951,
DB01952,
DB01953,
DB01954,
DB01955,
DB01956,10337
DB01957,
DB01958,
DB01959,
DB01960,
DB01961,
DB01962,
DB01963,
DB01964,
DB01965,
DB01966,
DB01967,
DB01968,
DB01969,
DB01970,
DB01971,
DB01972,
DB01973,
DB01974,
DB01975,
DB01976,
DB01977,
DB01978,
DB01979,
DB01980,
DB01981,
DB01982,
DB01983,
DB01984,
DB01985,
DB01986,
DB01987,10459
DB01988,
DB01989,
DB01990,
DB01991,
DB01992,1314344
DB01993,
DB01994,
DB01995,
DB01996,
DB01997,
DB01998,
DB01999,
DB02001,
DB02002,
DB02004,
DB02005,
DB02006,
DB02007,
DB02008,
DB02009,
DB02010,
DB02011,
DB02013,
DB02014,
DB02015,
DB02016,
DB02017,
DB02018,
DB02019,
DB02020,
DB02021,
DB02022,
DB02023,
DB02024,
DB02025,
DB02026,
DB02027,
DB02028,
DB02029,
DB02030,
DB02031,
DB02032,
DB02033,
DB02034,
DB02035,
DB02036,
DB02037,
DB02038,
DB02039,
DB02041,
DB02042,
DB02043,
DB02044,
DB02045,
DB02046,
DB02047,
DB02048,
DB02049,
DB02051,
DB02052,
DB02053,
DB02054,
DB02055,
DB02056,
DB02057,
DB02058,
DB02059,
DB02060,
DB02061,
DB02062,
DB02063,
DB02065,
DB02066,
DB02067,
DB02068,
DB02069,
DB02070,
DB02071,
DB02072,
DB02073,
DB02074,
DB02075,
DB02076,
DB02077,
DB02078,
DB02079,
DB02080,
DB02081,
DB02082,
DB02083,
DB02084,
DB02085,
DB02086,
DB02087,
DB02088,
DB02089,
DB02090,
DB02091,
DB02092,
DB02093,
DB02094,
DB02095,
DB02096,
DB02097,
DB02098,
DB02099,
DB02100,
DB02101,
DB02102,
DB02103,
DB02104,
DB02105,
DB02106,
DB02107,
DB02108,
DB02109,
DB02110,
DB02111,
DB02112,
DB02113,
DB02114,
DB02115,
DB02116,
DB02118,
DB02119,
DB02120,
DB02121,
DB02122,
DB02123,
DB02124,
DB02125,
DB02126,
DB02127,
DB02128,
DB02129,
DB02130,
DB02131,
DB02132,
DB02133,
DB02134,
DB02135,
DB02136,
DB02137,
DB02138,
DB02139,
DB02140,
DB02141,
DB02142,
DB02143,
DB02144,
DB02145,
DB02146,
DB02147,
DB02148,
DB02151,
DB02152,
DB02153,
DB02154,
DB02155,
DB02156,
DB02158,
DB02159,
DB02160,
DB02161,
DB02162,
DB02163,
DB02164,
DB02165,
DB02166,
DB02167,
DB02168,
DB02169,
DB02170,
DB02172,
DB02173,
DB02174,
DB02175,
DB02176,
DB02177,
DB02178,
DB02179,
DB02180,
DB02181,
DB02182,
DB02183,
DB02184,
DB02185,
DB02186,
DB02187,
DB02188,
DB02189,
DB02190,
DB02191,
DB02192,
DB02194,
DB02195,
DB02196,
DB02197,
DB02198,
DB02199,
DB02200,
DB02201,
DB02202,
DB02203,
DB02205,
DB02207,
DB02209,
DB02210,
DB02211,
DB02213,
DB02214,
DB02215,
DB02216,
DB02217,
DB02218,
DB02219,
DB02220,
DB02221,
DB02222,
DB02223,
DB02224,
DB02225,
DB02226,
DB02227,
DB02228,
DB02229,
DB02230,
DB02232,
DB02233,
DB02234,
DB02235,
DB02236,
DB02237,
DB02238,
DB02239,
DB02240,
DB02241,
DB02242,
DB02243,
DB02245,
DB02247,
DB02248,
DB02249,
DB02251,
DB02252,
DB02253,
DB02254,
DB02255,
DB02256,
DB02257,
DB02258,
DB02259,
DB02260,
DB02261,
DB02262,7712
DB02263,
DB02264,
DB02265,
DB02266,
DB02267,
DB02268,
DB02269,
DB02270,
DB02271,
DB02272,
DB02273,
DB02274,
DB02275,
DB02276,
DB02277,
DB02278,
DB02279,
DB02280,
DB02281,
DB02282,
DB02283,
DB02285,
DB02286,
DB02287,
DB02288,
DB02289,
DB02290,
DB02292,
DB02293,
DB02294,
DB02295,
DB02296,
DB02297,
DB02298,
DB02299,
DB02300,29365;216731
DB02301,
DB02302,
DB02303,
DB02304,
DB02305,
DB02306,
DB02307,
DB02308,
DB02309,
DB02310,
DB02311,
DB02312,
DB02313,
DB02314,
DB02315,
DB02316,
DB02317,
DB02318,
DB02319,
DB02320,
DB02321,
DB02322,
DB02323,
DB02324,
DB02325,797541
DB02326,
DB02327,
DB02328,
DB02329,
DB02331,
DB02332,
DB02333,
DB02334,
DB02335,
DB02336,
DB02337,
DB02338,
DB02339,
DB02340,
DB02341,
DB02342,
DB02343,
DB02345,
DB02346,
DB02347,
DB02348,
DB02349,
DB02350,
DB02352,
DB02353,
DB02354,
DB02355,
DB02356,
DB02357,
DB02358,
DB02359,
DB02360,
DB02361,
DB02362,74
DB02363,
DB02364,
DB02365,
DB02366,
DB02367,
DB02368,
DB02369,
DB02370,
DB02371,
DB02372,
DB02373,
DB02374,
DB02375,
DB02376,
DB02377,
DB02378,
DB02379,
DB02380,
DB02381,
DB02382,
DB02383,38386
DB02384,
DB02385,
DB02386,
DB02388,
DB02390,
DB02391,
DB02393,
DB02394,
DB02395,
DB02396,
DB02397,
DB02398,
DB02399,
DB02400,
DB02401,
DB02402,
DB02403,
DB02404,
DB02405,
DB02406,
DB02407,
DB02408,
DB02409,
DB02410,
DB02411,
DB02412,
DB02413,
DB02414,
DB02415,
DB02416,
DB02417,
DB02418,
DB02419,
DB02420,
DB02421,
DB02422,
DB02423,
DB02424,
DB02425,
DB02426,
DB02427,
DB02428,
DB02429,
DB02430,
DB02431,
DB02432,
DB02433,
DB02434,
DB02435,
DB02436,
DB02437,
DB02438,
DB02441,
DB02442,
DB02443,
DB02445,
DB02446,
DB02447,
DB02448,
DB02449,
DB02450,
DB02451,
DB02452,
DB02453,
DB02454,
DB02455,
DB02456,
DB02457,
DB02458,
DB02459,
DB02460,
DB02461,
DB02462,
DB02463,
DB02464,
DB02465,
DB02466,
DB02467,
DB02468,
DB02469,
DB02470,
DB02471,
DB02472,
DB02473,
DB02474,
DB02475,
DB02477,
DB02479,
DB02480,
DB02481,
DB02482,
DB02483,
DB02484,
DB02485,
DB02486,
DB02488,
DB02489,
DB02490,
DB02491,
DB02492,
DB02493,
DB02494,
DB02495,
DB02496,
DB02497,
DB02498,
DB02499,
DB02500,
DB02501,
DB02502,
DB02503,
DB02504,
DB02505,
DB02506,
DB02507,
DB02508,
DB02509,
DB02510,
DB02511,
DB02512,
DB02513,10553
DB02514,
DB02515,
DB02516,
DB02517,
DB02518,
DB02519,
DB02520,
DB02521,
DB02522,
DB02523,
DB02524,
DB02525,
DB02526,
DB02527,
DB02528,
DB02529,
DB02530,4617
DB02531,
DB02532,
DB02534,
DB02535,
DB02536,
DB02537,
DB02538,
DB02540,
DB02541,
DB02542,
DB02543,
DB02544,
DB02545,
DB02546,194337
DB02547,
DB02548,
DB02549,
DB02550,
DB02551,
DB02552,
DB02553,
DB02554,
DB02555,
DB02556,
DB02557,
DB02558,
DB02559,
DB02560,
DB02561,
DB02562,
DB02563,
DB02565,
DB02566,
DB02567,
DB02568,
DB02569,
DB02570,
DB02571,
DB02572,
DB02573,
DB02574,
DB02576,
DB02577,
DB02578,
DB02579,
DB02580,
DB02581,
DB02582,
DB02583,
DB02585,
DB02586,
DB02587,
DB02588,
DB02589,
DB02590,
DB02591,
DB02592,
DB02593,
DB02594,
DB02595,
DB02596,
DB02597,
DB02598,
DB02599,
DB02600,
DB02601,
DB02602,
DB02603,
DB02604,
DB02606,
DB02607,
DB02608,
DB02609,
DB02610,
DB02611,
DB02613,
DB02614,
DB02615,
DB02616,
DB02617,
DB02618,
DB02619,
DB02620,
DB02621,
DB02622,
DB02623,
DB02624,
DB02625,
DB02626,
DB02627,
DB02628,
DB02629,
DB02630,
DB02632,
DB02633,
DB02635,
DB02636,
DB02637,
DB02638,57048
DB02639,
DB02640,
DB02641,
DB02642,
DB02643,
DB02644,
DB02645,
DB02646,
DB02647,
DB02648,
DB02649,
DB02650,
DB02651,
DB02652,
DB02654,
DB02655,
DB02656,
DB02657,
DB02658,
DB02659,1440856
DB02660,
DB02661,
DB02662,
DB02663,
DB02664,
DB02665,
DB02666,
DB02667,
DB02668,
DB02669,
DB02670,
DB02671,
DB02673,
DB02674,
DB02675,
DB02676,
DB02677,
DB02678,
DB02679,
DB02680,
DB02681,
DB02683,
DB02684,
DB02685,
DB02686,
DB02688,
DB02689,
DB02690,
DB02691,1426482
DB02693,
DB02694,
DB02695,
DB02696,
DB02697,
DB02698,
DB02699,
DB02700,
DB02701,7405
DB02702,
DB02703,4608;113608
DB02704,
DB02705,
DB02706,
DB02707,
DB02709,1000492
DB02710,
DB02711,
DB02712,
DB02713,
DB02714,
DB02715,
DB02716,
DB02717,
DB02719,
DB02720,
DB02721,
DB02722,
DB02723,
DB02724,
DB02725,
DB02726,
DB02727,
DB02728,
DB02729,
DB02730,
DB02731,
DB02732,
DB02733,
DB02734,
DB02735,
DB02736,
DB02738,
DB02740,
DB02741,
DB02742,
DB02743,
DB02744,
DB02745,11017
DB02746,
DB02747,
DB02749,
DB02831,
DB02925,33770
DB03147,1314412
DB03166,164;168
DB03614,29421
DB03754,10865
DB03766,34658
DB03783,8113
DB03904,11002
DB04165,
DB04272,21183;221946
DB04441,
DB04485,1372538
DB04540,2438
DB04570,7069
DB04571,10844
DB04572,10473
DB04573,4094
DB04574,
DB04575,9066
DB04729,
DB04743,53694
DB04816,22293
DB04818,5981
DB04819,6822
DB04822,32626
DB04824,155122;314784
DB04826,
DB04828,39994
DB04829,
DB04832,
DB04834,262100
DB04835,620216
DB04838,2970
DB04839,22054
DB04841,4459
DB04842,4507
DB04843,107770
DB04844,10390
DB04845,337523
DB04846,20498
DB04854,73689
DB04861,31555
DB04868,662281
DB04876,596554
DB04877,
DB04878,
DB04890,863035
DB04895,498509;594119
DB04896,588250
DB04899,19666
DB04903,
DB04918,
DB04924,
DB05109,1716278
DB05197,
DB05245,9793
DB05246,47858
DB05259,84375
DB05265,
DB05266,
DB05271,616739
DB05382,5933
DB05791,
DB06144,41996
DB06147,10193
DB06148,6929
DB06150,10172
DB06151,197
DB06154,7992
DB06155,
DB06201,69036
DB06204,787390
DB06207,720825
DB06209,613391
DB06211,119771
DB06212,358257
DB06216,784649
DB06218,623400
DB06228,1114195
DB06243,569
DB06255,
DB06262,1489913
DB06268,
DB06274,480639;1516803
DB06283,68503
DB06285,32915
DB06287,657797
DB06288,46303
DB06335,857974;1546030
DB06403,358274
DB06410,11516
DB06412,7813
DB06414,475969
DB06486,
DB06605,1364430
DB06623,25193
DB06626,1242999
DB06689,24460
DB06690,7486
DB06691,9009
DB06692,1056;353110
DB06694,39841
DB06695,1037042
DB06696,26397
DB06697,18343
DB06698,1511
DB06699,475230
DB06700,734064
DB06701,352372
DB06702,797195
DB06703,84990
DB06705,1364289;1364290
DB06706,27946
DB06707,132889
DB06708,847728
DB06710,6904
DB06711,7247
DB06712,53692
DB06713,326374
DB06715,8597
DB06717,1731071
DB06723,612;81948
DB06724,1897;349908
DB06725,20890
DB06730,25734
DB06731,
DB06736,16689
DB06737,
DB06742,625
DB06748,
DB06749,
DB06750,
DB06756,1512;350374
DB06766,1000082
DB06768,215247
DB06769,134547
DB06772,996051
DB06774,1992
DB06777,2323;42588
DB06780,258333
DB06781,23043
DB06783,24902;539399
DB06785,35825
DB06788,50975
DB06791,68092
DB06800,29899
DB06802,298665
DB06811,968170
DB06812,8611
DB06813,662019
DB06817,719872
DB06825,38782
DB06826,1546408
DB07477,
DB07615,57330
DB08215,
DB08794,
DB08795,18609
DB08796,33740
DB08797,9518
DB08798,10183;10207
DB08799,865
DB08800,20861
DB08801,3449
DB08802,28012
DB08803,
DB08804,31494
DB08806,35803
DB08807,19605
DB08808,1817
DB08811,38365
DB08818,5463;62372;258347
DB08826,11645
DB08836,
DB08860,861634
DB08887,1304974
DB08906,705022
DB08922,
DB08947,5966
DB08954,27403
DB08958,5301
DB08961,18651
DB08979,4335
DB08985,4169
DB08990,24272
DB08992,
DB08995,3489
DB09000,21877
DB09002,
DB09009,592464
DB09017,19790
DB09018,19768
DB09020,1596
DB09022,18880
DB09026,325646
DB09064,21149
DB09069,10826
DB09070,38260
DB09084,1425
DB09089,10819
DB09090,33724
DB09096,1418
DB09104,6581
DB09110,1546354
DB09125,54993
DB09133,5970;1546451
DB09134,27792
DB09135,27793
DB09140,7806
DB09146,24909;1484283
DB09152,7456
DB09153,9863
DB09154,56466;1310549
DB09156,27781
DB09161,1482913
DB09166,
DB09167,3634
DB09204,
DB09210,8351
DB09211,
DB09212,28908
DB09220,31748
DB09221,
DB09224,29961
DB09225,40003
DB09230,
DB09231,
DB09232,
DB09236,28382
DB09238,29275
DB09241,6878
DB09242,30257
DB09256,4582
DB09267,
DB09268,1546457
DB09270,21406
DB09282,7023
DB09285,30225
DB09286,33739
DB09287,8516;221147;1310594;1314384
DB09289,38252
DB09290,
DB09300,1085787
DB09301,2473
DB09313,1426458
DB09321,11423
DB09322,39954
DB09323,7982
DB09324,10167
DB09327,466977
DB09357,22701
DB09389,7518
DB09401,6057
DB09460,36685
DB09462,4910
DB09477,3829;1545989
DB09481,29155
DB09512,9796
DB11059,2062;491498
DB11089,71722;82000;82003
DB11093,47613
DB11094,11253
DB11095,114934
DB11110,52356
DB11119,9884
DB11129,47686
DB11135,9641
DB11136,2496
DB11150,1331
DB11171,24913
DB11190,32863
DB11231,29008
DB11255,59308
DB11315,89785
DB11365,36387
DB11616,33764
DB11641,
DB11656,
DB11675,135091
DB11699,27392
DB11735,4626
DB11738,55679
DB11742,23796
DB11750,2590
DB11774,
DB11783,60245
DB11868,
DB11890,
DB11921,22396
DB11935,
DB12091,1310171
DB12092,
DB12160,
DB12163,
DB12243,1921877
DB12248,38967
DB12278,55175
DB12293,7285
DB12319,1385
DB12395,
DB12478,8353
DB12492,8354
DB12532,
DB12537,
DB12554,29410
DB12598,
DB12617,
DB12661,39230
DB12712,
DB12752,
DB12770,
DB12831,
DB12833,
DB12863,
DB12877,54236
DB12930,7674
DB12958,55244
DB13025,10588
DB13028,
DB13056,
DB13064,38453
DB13136,50097
DB13145,
DB13169,7244
DB13179,10864
DB13231,47622
DB13295,1218
DB13514,
DB13643,
DB13682,27130
DB13694,
DB13751,26143
DB13783,16695
DB13853,820
DB13867,41126
DB13872,28894
DB13919,
DB13943,835827
DB13944,37859
DB13954,1000146
DB13956,24395
DB13987,37175
DB14003,39625;317841;1046243;1114513
DB14028,3155
DB14090,
DB14098,
DB14126,
DB14151,
DB14154,
